Rank,WeeklyGross,PctChangeWkGross,Theaters,DeltaTheaters,AvgRev,GrossToDate,Week,Thursday,name,year,Winner
4.0,6549665,-14.2,1244.0,20.0,5265.0,24595439,5,1993-01-28,scent of a woman,1992,False
3.0,5515065,-15.8,1252.0,8.0,4405.0,30110504,6,1993-02-04,scent of a woman,1992,False
6.0,4763865,-13.6,1252.0,,3805.0,34874369,7,1993-02-11,scent of a woman,1992,False
8.0,3913345,-17.9,1207.0,-45.0,3242.0,38787714,8,1993-02-18,scent of a woman,1992,False
7.0,3739565,-4.4,1197.0,-10.0,3124.0,42527279,9,1993-02-25,scent of a woman,1992,False
8.0,3172895,-15.2,1231.0,34.0,2577.0,45700174,10,1993-03-04,scent of a woman,1992,False
11.0,2301305,-27.5,1092.0,-139.0,2107.0,48001479,11,1993-03-11,scent of a woman,1992,False
12.0,1601075,-30.4,892.0,-200.0,1795.0,49603244,12,1993-03-18,scent of a woman,1992,False
13.0,1677000,4.7,759.0,-133.0,2209.0,51279554,13,1993-03-25,scent of a woman,1992,False
11.0,1907115,13.7,746.0,-13.0,2556.0,53186669,14,1993-04-01,scent of a woman,1992,False
11.0,2160215,13.3,693.0,-53.0,3117.0,55346884,15,1993-04-08,scent of a woman,1992,False
12.0,1567535,-27.4,677.0,-16.0,2315.0,56914419,16,1993-04-15,scent of a woman,1992,False
13.0,1338350,-14.6,710.0,33.0,1885.0,58252769,17,1993-04-22,scent of a woman,1992,False
16.0,858760,-35.8,575.0,-135.0,1493.0,59111529,18,1993-04-29,scent of a woman,1992,False
17.0,626190,-27.1,450.0,-125.0,1392.0,59737719,19,1993-05-06,scent of a woman,1992,False
12.0,833950,33.2,722.0,272.0,1155.0,60571669,20,1993-05-13,scent of a woman,1992,False
13.0,753010,-9.7,641.0,-81.0,1175.0,61324679,21,1993-05-20,scent of a woman,1992,False
16.0,485025,-35.6,429.0,-212.0,1131.0,61809704,22,1993-05-27,scent of a woman,1992,False
16.0,333405,-31.3,279.0,-150.0,1195.0,62143109,23,1993-06-03,scent of a woman,1992,False
17.0,184300,-44.7,194.0,-85.0,950.0,62327409,24,1993-06-10,scent of a woman,1992,False
17.0,143515,-22.1,164.0,-30.0,875.0,62470924,25,1993-06-17,scent of a woman,1992,False
16.0,99015,-31.0,123.0,-41.0,805.0,62569939,26,1993-06-24,scent of a woman,1992,False
14.0,63325,-36.0,85.0,-38.0,745.0,62633264,27,1993-07-01,scent of a woman,1992,False
16.0,54035,-14.7,80.0,-5.0,675.0,62687299,28,1993-07-08,scent of a woman,1992,False
16.0,44275,-18.1,77.0,-3.0,575.0,62731574,29,1993-07-15,scent of a woman,1992,False
15.0,144402,226.0,74.0,-3.0,1951.0,62768574,30,1993-07-22,scent of a woman,1992,False
17.0,95043,-34.2,72.0,-2.0,1320.0,62910901,31,1993-07-29,scent of a woman,1992,False
19.0,93774,-1.3,75.0,3.0,1250.0,63006274,32,1993-08-05,scent of a woman,1992,False
19.0,30460,-67.5,70.0,-5.0,435.0,63095253,33,1993-08-12,scent of a woman,1992,False
14.0,278627,,25.0,,11145.0,278627,0,1993-12-16,schindler's list,1993,True
13.0,1229734,341.0,25.0,,49189.0,1508361,1,1993-12-23,schindler's list,1993,True
11.0,3029583,146.0,76.0,51.0,39863.0,4537944,2,1993-12-30,schindler's list,1993,True
10.0,2719861,-10.2,76.0,,35788.0,7257805,3,1994-01-06,schindler's list,1993,True
9.0,3918178,44.1,172.0,96.0,22780.0,11175983,4,1994-01-13,schindler's list,1993,True
10.0,4478040,14.3,252.0,80.0,17770.0,15654023,5,1994-01-20,schindler's list,1993,True
6.0,4798570,7.2,343.0,91.0,13990.0,20452593,6,1994-01-27,schindler's list,1993,True
6.0,4215780,-12.1,354.0,11.0,11909.0,24668373,7,1994-02-03,schindler's list,1993,True
5.0,6257160,48.4,764.0,410.0,8190.0,30925533,8,1994-02-10,schindler's list,1993,True
4.0,6283385,0.4,782.0,18.0,8035.0,37208918,9,1994-02-17,schindler's list,1993,True
6.0,5755125,-8.4,802.0,20.0,7176.0,42964043,10,1994-02-24,schindler's list,1993,True
8.0,4099155,-28.8,803.0,1.0,5105.0,47063198,11,1994-03-03,schindler's list,1993,True
4.0,4404455,7.4,803.0,,5485.0,51467653,12,1994-03-10,schindler's list,1993,True
5.0,4027050,-8.6,803.0,,5015.0,55494703,13,1994-03-17,schindler's list,1993,True
2.0,7161795,77.8,1249.0,446.0,5734.0,62656498,14,1994-03-24,schindler's list,1993,True
3.0,8247345,15.2,1378.0,129.0,5985.0,70903843,15,1994-03-31,schindler's list,1993,True
4.0,5569465,-32.5,1382.0,4.0,4030.0,76473308,16,1994-04-07,schindler's list,1993,True
6.0,4312845,-22.6,1389.0,7.0,3105.0,80786153,17,1994-04-14,schindler's list,1993,True
8.0,3169465,-26.5,1343.0,-46.0,2360.0,83955618,18,1994-04-21,schindler's list,1993,True
10.0,2387580,-24.7,1267.0,-76.0,1884.0,86343198,19,1994-04-28,schindler's list,1993,True
8.0,2123435,-11.1,1190.0,-77.0,1784.0,88466633,20,1994-05-05,schindler's list,1993,True
9.0,1676770,-21.0,1151.0,-39.0,1457.0,90143403,21,1994-05-12,schindler's list,1993,True
12.0,1308000,-22.0,987.0,-164.0,1325.0,91451403,22,1994-05-19,schindler's list,1993,True
13.0,807965,-38.2,686.0,-301.0,1178.0,92259368,23,1994-05-26,schindler's list,1993,True
13.0,754020,-6.7,474.0,-212.0,1591.0,93013388,24,1994-06-02,schindler's list,1993,True
14.0,448115,-40.6,362.0,-112.0,1238.0,93461503,25,1994-06-09,schindler's list,1993,True
14.0,322545,-28.0,247.0,-115.0,1306.0,93784048,26,1994-06-16,schindler's list,1993,True
13.0,202620,-37.2,165.0,-82.0,1228.0,93986668,27,1994-06-23,schindler's list,1993,True
14.0,839560,314.0,612.0,447.0,1372.0,94826228,28,1994-06-30,schindler's list,1993,True
14.0,448815,-46.5,310.0,-302.0,1448.0,95275043,29,1994-07-07,schindler's list,1993,True
13.0,359860,-19.8,281.0,-29.0,1281.0,95634903,30,1994-07-14,schindler's list,1993,True
13.0,228055,-36.6,190.0,-91.0,1200.0,95862958,31,1994-07-21,schindler's list,1993,True
14.0,140680,-38.3,125.0,-65.0,1125.0,96003638,32,1994-07-28,schindler's list,1993,True
1.0,37617961,,2340.0,,16076.0,37617961,1,1993-08-12,the fugitive,1993,False
1.0,33360432,-11.3,2364.0,24.0,14112.0,70978393,2,1993-08-19,the fugitive,1993,False
1.0,25722263,-22.9,2388.0,24.0,10771.0,96700656,3,1993-08-26,the fugitive,1993,False
1.0,19730615,-23.3,2425.0,37.0,8136.0,116431271,4,1993-09-02,the fugitive,1993,False
1.0,19789188,0.3,2425.0,,8160.0,136220459,5,1993-09-09,the fugitive,1993,False
1.0,10931559,-44.8,2374.0,-51.0,4605.0,147152018,6,1993-09-16,the fugitive,1993,False
2.0,9055542,-17.2,2332.0,-42.0,3883.0,156207560,7,1993-09-23,the fugitive,1993,False
3.0,6668551,-26.4,2203.0,-129.0,3027.0,162876111,8,1993-09-30,the fugitive,1993,False
8.0,4423920,-33.7,2011.0,-192.0,2200.0,167300031,9,1993-10-07,the fugitive,1993,False
10.0,3172969,-28.3,1500.0,-511.0,2115.0,170473000,10,1993-10-14,the fugitive,1993,False
9.0,2567045,-19.1,1202.0,-298.0,2136.0,173040045,11,1993-10-21,the fugitive,1993,False
11.0,1912089,-25.5,1046.0,-156.0,1828.0,174952134,12,1993-10-28,the fugitive,1993,False
12.0,1517088,-20.7,1033.0,-13.0,1469.0,176469222,13,1993-11-04,the fugitive,1993,False
23.0,14876,,26.0,4.0,572.0,179429038,16,1993-11-11,the fugitive,1993,False
16.0,932783,6170.0,1010.0,984.0,924.0,180361821,18,1993-11-18,the fugitive,1993,False
19.0,472195,,477.0,-195.0,990.0,183875760,21,1993-11-25,the fugitive,1993,False
21.0,255159,,4.0,,63790.0,255159,1,1994-01-06,in the name of the father,1993,False
16.0,383858,50.4,13.0,9.0,29528.0,639017,2,1994-01-13,in the name of the father,1993,False
15.0,1216689,217.0,67.0,54.0,18160.0,1855706,3,1994-01-20,in the name of the father,1993,False
13.0,1947460,60.1,176.0,109.0,11065.0,3803166,4,1994-01-27,in the name of the father,1993,False
14.0,1576892,-19.0,176.0,,8960.0,5380058,5,1994-02-03,in the name of the father,1993,False
17.0,1435719,-9.0,176.0,,8157.0,6815777,6,1994-02-10,in the name of the father,1993,False
10.0,3106170,116.0,495.0,319.0,6275.0,9921947,7,1994-02-17,in the name of the father,1993,False
12.0,3003060,-3.3,549.0,54.0,5470.0,12925007,8,1994-02-24,in the name of the father,1993,False
13.0,2635865,-12.2,669.0,120.0,3940.0,15560872,9,1994-03-03,in the name of the father,1993,False
14.0,2236005,-15.2,688.0,19.0,3250.0,17796877,10,1994-03-10,in the name of the father,1993,False
16.0,1710855,-23.5,667.0,-21.0,2565.0,19507732,11,1994-03-17,in the name of the father,1993,False
14.0,1738725,1.6,659.0,-8.0,2638.0,21246457,12,1994-03-24,in the name of the father,1993,False
17.0,827785,-52.4,602.0,-57.0,1375.0,22074242,13,1994-03-31,in the name of the father,1993,False
18.0,259366,,4.0,,64842.0,259366,1,1993-11-18,the piano,1993,False
12.0,2471381,853.0,99.0,95.0,24963.0,2730747,2,1993-11-25,the piano,1993,False
10.0,3070634,24.2,231.0,132.0,13293.0,5801381,3,1993-12-02,the piano,1993,False
7.0,2116024,-31.1,239.0,8.0,8854.0,7917405,4,1993-12-09,the piano,1993,False
8.0,1971978,-6.8,274.0,35.0,7197.0,9889383,5,1993-12-16,the piano,1993,False
11.0,1479231,-25.0,259.0,-15.0,5711.0,11368614,6,1993-12-23,the piano,1993,False
9.0,3431597,132.0,516.0,257.0,6650.0,14800211,7,1993-12-30,the piano,1993,False
8.0,3398823,-1.0,523.0,7.0,6499.0,18199034,8,1994-01-06,the piano,1993,False
11.0,2564389,-24.6,522.0,-1.0,4913.0,20763423,9,1994-01-13,the piano,1993,False
13.0,2015476,-21.4,500.0,-22.0,4031.0,22778899,10,1994-01-20,the piano,1993,False
15.0,1471678,-27.0,500.0,,2943.0,24250577,11,1994-01-27,the piano,1993,False
15.0,1413422,-4.0,470.0,-30.0,3007.0,25663999,12,1994-02-03,the piano,1993,False
14.0,1939193,,666.0,56.0,2912.0,30345666,15,1994-02-10,the piano,1993,False
16.0,1481735,-23.6,671.0,5.0,2208.0,31827401,16,1994-02-17,the piano,1993,False
13.0,1406175,,670.0,,2099.0,36320307,19,1994-02-24,the piano,1993,False
18.0,1345553,-4.3,569.0,-101.0,2365.0,37665860,21,1994-03-03,the piano,1993,False
13.0,2227923,,94.0,,23701.0,2227923,1,1993-11-11,the remains of the day,1993,False
9.0,2449286,9.9,195.0,101.0,12560.0,4677209,2,1993-11-18,the remains of the day,1993,False
8.0,3824768,56.2,517.0,322.0,7398.0,8501977,3,1993-11-25,the remains of the day,1993,False
11.0,2778692,-27.4,517.0,,5375.0,11280669,4,1993-12-02,the remains of the day,1993,False
10.0,1604103,-42.3,517.0,,3103.0,12884772,5,1993-12-09,the remains of the day,1993,False
11.0,1000289,-37.6,491.0,-26.0,2037.0,13885061,6,1993-12-16,the remains of the day,1993,False
1.0,47992337,,1595.0,,30089.0,47992337,1,1994-07-14,forrest gump,1994,True
2.0,39209205,-18.3,2014.0,419.0,19468.0,87201542,2,1994-07-21,forrest gump,1994,True
1.0,35259621,-10.1,2095.0,81.0,16830.0,122461163,3,1994-07-28,forrest gump,1994,True
2.0,28065540,-20.4,2117.0,22.0,13257.0,150526703,4,1994-08-04,forrest gump,1994,True
3.0,22870031,-18.5,2158.0,41.0,10598.0,173396734,5,1994-08-11,forrest gump,1994,True
2.0,22068187,-3.5,2204.0,46.0,10013.0,195464921,6,1994-08-18,forrest gump,1994,True
1.0,16946899,-23.2,2230.0,26.0,7600.0,212411820,7,1994-08-25,forrest gump,1994,True
2.0,14138128,-16.6,2237.0,7.0,6320.0,226549948,8,1994-09-01,forrest gump,1994,True
1.0,14467775,2.3,2246.0,9.0,6442.0,241017723,9,1994-09-08,forrest gump,1994,True
1.0,9176879,-36.6,2298.0,52.0,3993.0,250194602,10,1994-09-15,forrest gump,1994,True
2.0,7994382,-12.9,2356.0,58.0,3393.0,258188984,11,1994-09-22,forrest gump,1994,True
3.0,7113765,-11.0,2365.0,9.0,3008.0,265302749,12,1994-09-29,forrest gump,1994,True
4.0,6752085,-5.1,2360.0,-5.0,2861.0,272054834,13,1994-10-06,forrest gump,1994,True
5.0,4372908,-35.2,2324.0,-36.0,1882.0,276427742,14,1994-10-13,forrest gump,1994,True
7.0,4357783,-0.3,2070.0,-254.0,2105.0,280785525,15,1994-10-20,forrest gump,1994,True
8.0,3615403,-17.0,1873.0,-197.0,1930.0,284400928,16,1994-10-27,forrest gump,1994,True
9.0,2543051,-29.7,1580.0,-293.0,1610.0,286943979,17,1994-11-03,forrest gump,1994,True
9.0,2598407,2.2,1343.0,-237.0,1935.0,289542386,18,1994-11-10,forrest gump,1994,True
8.0,1935180,-25.5,1167.0,-176.0,1658.0,291477566,19,1994-11-17,forrest gump,1994,True
12.0,1530226,-20.9,,-1167.0,,293007792,20,1994-11-24,forrest gump,1994,True
13.0,1532666,0.2,684.0,,2241.0,294540458,21,1994-12-01,forrest gump,1994,True
19.0,874226,,343.0,,2549.0,300565286,28,1994-12-08,forrest gump,1994,True
8.0,3769746,,1100.0,,3427.0,304335032,33,1994-12-15,forrest gump,1994,True
8.0,3113850,-17.4,1105.0,5.0,2818.0,307448882,34,1994-12-22,forrest gump,1994,True
7.0,2765184,-11.2,1105.0,,2502.0,310214066,35,1994-12-29,forrest gump,1994,True
8.0,2510885,-9.2,1103.0,-2.0,2276.0,312724951,36,1995-01-05,forrest gump,1994,True
9.0,2397690,-4.5,1119.0,16.0,2143.0,315122641,37,1995-01-12,forrest gump,1994,True
9.0,3311584,38.1,1119.0,,2959.0,318434225,38,1995-01-19,forrest gump,1994,True
5.0,3463769,4.6,1135.0,16.0,3052.0,321897994,39,1995-01-26,forrest gump,1994,True
11.0,2372965,-31.5,1125.0,-10.0,2109.0,324270959,40,1995-02-02,forrest gump,1994,True
12.0,1884907,-20.6,1047.0,-78.0,1800.0,326155866,41,1995-02-09,forrest gump,1994,True
12.0,1682842,-10.7,1020.0,-27.0,1650.0,327838708,42,1995-02-16,forrest gump,1994,True
21.0,239054,,5.0,,47811.0,239054,1,1994-03-17,four weddings and a funeral,1994,False
20.0,454506,90.1,18.0,13.0,25250.0,693560,2,1994-03-24,four weddings and a funeral,1994,False
5.0,4690037,,552.0,312.0,8496.0,8550635,5,1994-03-31,four weddings and a funeral,1994,False
1.0,5489422,17.0,721.0,169.0,7614.0,14040057,6,1994-04-07,four weddings and a funeral,1994,False
1.0,5845364,6.5,882.0,161.0,6627.0,19885421,7,1994-04-14,four weddings and a funeral,1994,False
1.0,5444887,-6.9,1002.0,120.0,5434.0,25330308,8,1994-04-21,four weddings and a funeral,1994,False
1.0,4911493,-9.8,1064.0,62.0,4616.0,30241801,9,1994-04-28,four weddings and a funeral,1994,False
3.0,5000913,1.8,1069.0,5.0,4678.0,35242714,10,1994-05-05,four weddings and a funeral,1994,False
6.0,2737802,-45.3,1045.0,-24.0,2620.0,37980516,11,1994-05-12,four weddings and a funeral,1994,False
6.0,3416692,24.8,984.0,-61.0,3472.0,41397208,12,1994-05-19,four weddings and a funeral,1994,False
8.0,2268555,-33.6,913.0,-71.0,2485.0,43665763,13,1994-05-26,four weddings and a funeral,1994,False
10.0,1707229,-24.7,735.0,-178.0,2323.0,45372992,14,1994-06-02,four weddings and a funeral,1994,False
1.0,13280967,,1338.0,,9926.0,13280967,1,1994-10-20,pulp fiction,1994,False
1.0,11599199,-12.7,1489.0,151.0,7790.0,24880166,2,1994-10-27,pulp fiction,1994,False
2.0,8123252,-30.0,1494.0,5.0,5437.0,33003418,3,1994-11-03,pulp fiction,1994,False
3.0,7096617,-12.6,1494.0,,4750.0,40100035,4,1994-11-10,pulp fiction,1994,False
4.0,5297012,-25.4,1404.0,-90.0,3773.0,45397047,5,1994-11-17,pulp fiction,1994,False
6.0,5014600,-5.3,1151.0,-253.0,4357.0,50411647,6,1994-11-24,pulp fiction,1994,False
10.0,3838176,-23.5,1011.0,-140.0,3796.0,54249823,7,1994-12-01,pulp fiction,1994,False
12.0,2182760,-43.1,805.0,-206.0,2712.0,56432583,8,1994-12-08,pulp fiction,1994,False
12.0,1474679,-32.4,739.0,-66.0,1996.0,57907262,9,1994-12-15,pulp fiction,1994,False
13.0,1742849,18.2,625.0,-114.0,2789.0,59650111,10,1994-12-22,pulp fiction,1994,False
17.0,1904274,9.3,407.0,-218.0,4679.0,61554385,11,1994-12-29,pulp fiction,1994,False
14.0,2843770,49.3,440.0,33.0,6463.0,64398155,12,1995-01-05,pulp fiction,1994,False
10.0,2618363,-7.9,609.0,169.0,4299.0,67016518,13,1995-01-12,pulp fiction,1994,False
15.0,2328260,-11.1,643.0,34.0,3621.0,69344778,14,1995-01-19,pulp fiction,1994,False
13.0,2158247,-7.3,813.0,170.0,2655.0,71503025,15,1995-01-26,pulp fiction,1994,False
12.0,1894646,-12.2,873.0,60.0,2170.0,73397671,16,1995-02-02,pulp fiction,1994,False
12.0,1542484,-18.6,823.0,-50.0,1874.0,74940155,17,1995-02-09,pulp fiction,1994,False
9.0,1927620,25.0,884.0,61.0,2181.0,76867775,18,1995-02-16,pulp fiction,1994,False
9.0,3581099,85.8,1008.0,124.0,3553.0,80448874,19,1995-02-23,pulp fiction,1994,False
7.0,3172284,-11.4,1051.0,43.0,3018.0,83621158,20,1995-03-02,pulp fiction,1994,False
6.0,2927891,-7.7,966.0,-85.0,3031.0,86549049,21,1995-03-09,pulp fiction,1994,False
7.0,3007152,2.7,1063.0,97.0,2829.0,89556201,22,1995-03-16,pulp fiction,1994,False
6.0,3002883,-0.1,1135.0,72.0,2646.0,92559084,23,1995-03-23,pulp fiction,1994,False
6.0,3577790,19.1,1102.0,-33.0,3247.0,96136874,24,1995-03-30,pulp fiction,1994,False
8.0,2860107,-20.1,1099.0,-3.0,2602.0,98996981,25,1995-04-06,pulp fiction,1994,False
12.0,1867620,-34.7,918.0,-181.0,2034.0,100864601,26,1995-04-13,pulp fiction,1994,False
14.0,1407149,-24.7,751.0,-167.0,1874.0,102271750,27,1995-04-20,pulp fiction,1994,False
15.0,1172760,,27.0,,43436.0,1172760,1,1994-09-22,quiz show,1994,False
4.0,3892205,232.0,219.0,192.0,17773.0,5064965,2,1994-09-29,quiz show,1994,False
5.0,4340071,11.5,439.0,220.0,9886.0,9405036,3,1994-10-06,quiz show,1994,False
7.0,4183135,-3.6,822.0,383.0,5089.0,13588171,4,1994-10-13,quiz show,1994,False
10.0,2765509,-33.9,822.0,,3364.0,16353680,5,1994-10-20,quiz show,1994,False
12.0,1999951,-27.7,714.0,-108.0,2801.0,18353631,6,1994-10-27,quiz show,1994,False
15.0,1249852,-37.5,577.0,-137.0,2166.0,19603483,7,1994-11-03,quiz show,1994,False
17.0,107202,,5.0,,21440.0,22027677,10,1994-11-10,quiz show,1994,False
14.0,1205225,1024.0,422.0,417.0,2856.0,23232902,12,1994-11-17,quiz show,1994,False
17.0,65442,,60.0,-40.0,1091.0,24360521,15,1994-11-24,quiz show,1994,False
17.0,217193,232.0,241.0,181.0,901.0,24577714,16,1994-12-01,quiz show,1994,False
13.0,1038376,,33.0,,31466.0,1038376,1,1994-09-29,the shawshank redemption,1994,False
13.0,874550,-15.8,37.0,4.0,23636.0,1912926,2,1994-10-06,the shawshank redemption,1994,False
8.0,2835581,224.0,328.0,291.0,8645.0,4748507,3,1994-10-13,the shawshank redemption,1994,False
9.0,3343519,17.9,944.0,616.0,3542.0,8092026,4,1994-10-20,the shawshank redemption,1994,False
10.0,2906818,-13.1,972.0,28.0,2991.0,10998844,5,1994-10-27,the shawshank redemption,1994,False
12.0,2009862,-30.9,929.0,-43.0,2163.0,13008706,6,1994-11-03,the shawshank redemption,1994,False
14.0,1507434,-25.0,910.0,-19.0,1657.0,14516140,7,1994-11-10,the shawshank redemption,1994,False
13.0,975750,-35.3,611.0,-299.0,1597.0,15491890,8,1994-11-17,the shawshank redemption,1994,False
19.0,96489,,19.0,-3.0,5078.0,16893711,13,1994-11-24,the shawshank redemption,1994,False
13.0,2271358,2254.0,822.0,803.0,2763.0,19165069,15,1994-12-01,the shawshank redemption,1994,False
11.0,1929484,-15.1,762.0,-60.0,2532.0,21094553,17,1994-12-08,the shawshank redemption,1994,False
11.0,1537832,-20.3,744.0,-18.0,2067.0,22632385,19,1994-12-15,the shawshank redemption,1994,False
12.0,1288138,-16.2,663.0,-81.0,1943.0,23920523,21,1994-12-22,the shawshank redemption,1994,False
15.0,1189742,-7.6,492.0,-171.0,2418.0,25110265,23,1994-12-29,the shawshank redemption,1994,False
15.0,1170161,-1.6,732.0,240.0,1599.0,26280426,24,1995-01-05,the shawshank redemption,1994,False
7.0,2642460,,2035.0,,1299.0,2642460,0,1995-05-25,braveheart,1995,True
3.0,15571948,489.0,2035.0,,7652.0,18214408,1,1995-06-01,braveheart,1995,True
4.0,10731143,-31.1,2035.0,,5273.0,28945551,2,1995-06-08,braveheart,1995,True
5.0,7897103,-26.4,2035.0,,3881.0,36842654,3,1995-06-15,braveheart,1995,True
6.0,6178599,-21.8,2037.0,2.0,3033.0,43021253,4,1995-06-22,braveheart,1995,True
6.0,6080844,-1.6,1885.0,-152.0,3226.0,49102097,5,1995-06-29,braveheart,1995,True
9.0,4415666,-27.4,1419.0,-466.0,3112.0,53517763,6,1995-07-06,braveheart,1995,True
11.0,2355304,-46.7,1057.0,-362.0,2228.0,55873067,7,1995-07-13,braveheart,1995,True
14.0,1513884,-35.7,718.0,-339.0,2108.0,57386951,8,1995-07-20,braveheart,1995,True
15.0,1151004,-24.0,526.0,-192.0,2188.0,58537955,9,1995-07-27,braveheart,1995,True
16.0,644596,-44.0,362.0,-164.0,1781.0,59182551,10,1995-08-03,braveheart,1995,True
19.0,299307,-53.6,183.0,-179.0,1636.0,59481858,11,1995-08-10,braveheart,1995,True
23.0,403320,34.8,150.0,-33.0,2689.0,59885178,12,1995-08-17,braveheart,1995,True
23.0,271539,-32.7,121.0,-29.0,2244.0,60156717,13,1995-08-24,braveheart,1995,True
6.0,3146288,,1700.0,,1851.0,63303005,16,1995-08-31,braveheart,1995,True
9.0,1937308,-38.4,1477.0,-223.0,1312.0,65240313,18,1995-09-07,braveheart,1995,True
13.0,949830,-51.0,786.0,-691.0,1208.0,66190143,19,1995-09-14,braveheart,1995,True
14.0,354408,-62.7,304.0,-482.0,1166.0,66544551,20,1995-09-21,braveheart,1995,True
18.0,188469,-46.8,166.0,-138.0,1135.0,66733020,21,1995-09-28,braveheart,1995,True
18.0,80012,-57.5,86.0,-80.0,930.0,66813032,22,1995-10-05,braveheart,1995,True
22.0,39223,-51.0,49.0,-37.0,800.0,66852255,23,1995-10-12,braveheart,1995,True
21.0,37131,-5.3,44.0,-5.0,844.0,66889386,24,1995-10-19,braveheart,1995,True
19.0,34057,-8.3,47.0,3.0,725.0,66923443,25,1995-10-26,braveheart,1995,True
19.0,19818,-41.8,26.0,-21.0,762.0,66943261,26,1995-11-02,braveheart,1995,True
14.0,17490,-11.7,14.0,-12.0,1249.0,66960751,27,1995-11-09,braveheart,1995,True
14.0,17288,-1.2,25.0,11.0,692.0,66978039,28,1995-11-16,braveheart,1995,True
15.0,18204,5.3,19.0,-6.0,958.0,66996243,29,1995-11-23,braveheart,1995,True
16.0,12486,-31.4,15.0,-4.0,832.0,67008729,30,1995-11-30,braveheart,1995,True
22.0,5288,-57.6,5.0,-10.0,1058.0,67014017,31,1995-12-07,braveheart,1995,True
26.0,9966,88.5,5.0,,1993.0,67023983,32,1995-12-14,braveheart,1995,True
13.0,2206016,,792.0,,2785.0,69253539,39,1995-12-21,braveheart,1995,True
16.0,1351100,-38.8,611.0,-181.0,2211.0,70604639,40,1995-12-28,braveheart,1995,True
11.0,1244380,-7.9,715.0,104.0,1740.0,71849119,41,1996-01-04,braveheart,1995,True
15.0,765751,-38.5,550.0,-165.0,1392.0,72614770,42,1996-01-11,braveheart,1995,True
14.0,413551,-46.0,411.0,-139.0,1006.0,73028321,43,1996-01-18,braveheart,1995,True
14.0,483805,17.0,279.0,-132.0,1734.0,73512126,44,1996-01-25,braveheart,1995,True
14.0,855318,76.8,483.0,204.0,1771.0,74367444,45,1996-02-01,braveheart,1995,True
13.0,635081,-25.7,491.0,8.0,1293.0,75002525,46,1996-02-08,braveheart,1995,True
12.0,342256,-46.1,352.0,-139.0,972.0,75344781,47,1996-02-15,braveheart,1995,True
11.0,158755,-53.6,189.0,-163.0,840.0,75503536,48,1996-02-22,braveheart,1995,True
12.0,58224,-63.3,69.0,-120.0,844.0,75561760,49,1996-02-29,braveheart,1995,True
11.0,30593,-47.5,39.0,-30.0,784.0,75592353,50,1996-03-07,braveheart,1995,True
11.0,10566,-65.5,16.0,-23.0,660.0,75602919,51,1996-03-14,braveheart,1995,True
13.0,3827,-63.8,5.0,-11.0,765.0,75606746,52,1996-03-21,braveheart,1995,True
